PID,capital.gain,capital.loss,hours.per.week,native.country,class
P776,0,0,56, United-States, <=50K
P777,0,0,40, United-States, <=50K
P778,0,0,40,Other, <=50K
P779,0,0,50, United-States, >50K
P780,0,0,40, United-States, <=50K
P781,0,0,40,Other, <=50K
P782,0,1669,42, United-States, <=50K
P783,0,0,50, United-States, >50K
P784,0,0,60, United-States, <=50K
P785,0,0,55, United-States, >50K
P786,0,0,38, United-States, <=50K
P787,0,2352,50, United-States, <=50K
P788,0,0,30, United-States, <=50K
P789,0,0,16, United-States, <=50K
P790,1055,0,40, United-States, <=50K
P791,0,0,50, United-States, >50K
P792,0,0,40, United-States, <=50K
P793,0,0,33, United-States, <=50K
P794,2463,0,40, United-States, <=50K
P795,0,0,60, United-States, >50K
P796,0,0,20, United-States, <=50K
P797,0,0,40, United-States, <=50K
P798,0,0,40, United-States, <=50K
P799,0,0,35, United-States, >50K
P800,0,1902,40, England, >50K
P801,0,0,40, United-States, <=50K
P802,0,1721,30, United-States, <=50K
P803,0,0,20, United-States, <=50K
P804,0,0,38, United-States, <=50K
P805,0,0,20, United-States, <=50K
P806,5178,0,48, United-States, >50K
P807,0,0,40, United-States, <=50K
P808,3103,0,47, United-States, >50K
P809,0,0,40, United-States, >50K
P810,0,0,30, United-States, <=50K
P811,0,0,36, United-States, <=50K
P812,0,0,40, United-States, <=50K
P813,0,0,45, United-States, <=50K
P814,0,0,40, United-States, <=50K
P815,0,0,20, United-States, <=50K
P816,0,0,75, Italy, <=50K
P817,0,0,60, United-States, <=50K
P818,0,0,50, United-States, >50K
P819,0,0,45, United-States, <=50K
P820,0,0,50, United-States, >50K
P821,0,0,40, United-States, <=50K
P822,0,0,46, United-States, <=50K
P823,0,0,40, United-States, <=50K
P824,0,0,40, United-States, <=50K
P825,0,1672,60, United-States, <=50K
P826,0,653,42, United-States, >50K
P827,0,0,40, United-States, <=50K
P828,0,0,24, United-States, <=50K
P829,0,0,25, United-States, <=50K
P830,0,0,40, United-States, <=50K
P831,0,0,15, United-States, <=50K
P832,4386,0,40, United-States, >50K
P833,0,0,40, United-States, <=50K
P834,0,0,40, United-States, <=50K
P835,0,0,24, United-States, <=50K
P836,0,0,40, United-States, <=50K
P837,0,0,40, United-States, <=50K
P838,0,0,50, United-States, >50K
P839,0,0,50, United-States, <=50K
P840,0,0,6, United-States, <=50K
P841,0,0,20, United-States, <=50K
P842,0,0,50, United-States, <=50K
P843,0,0,40, United-States, >50K
P844,0,0,48, United-States, <=50K
P845,4386,0,40, United-States, >50K
P846,0,0,40, United-States, <=50K
P847,0,0,50, United-States, <=50K
P848,0,0,45, United-States, >50K
P849,0,0,40, United-States, <=50K
P850,0,0,18, United-States, <=50K
P851,0,0,40, United-States, >50K
P852,0,0,55, United-States, <=50K
P853,0,0,50, United-States, <=50K
P854,0,0,40, United-States, <=50K
P855,0,0,50, United-States, >50K
P856,0,0,40, United-States, <=50K
P857,0,0,40, United-States, <=50K
P858,0,0,40, United-States, >50K
P859,0,0,40, United-States, <=50K
P860,0,0,56, United-States, >50K
P861,0,0,20, United-States, <=50K
P862,0,0,40, Mexico, <=50K
P863,0,0,50, United-States, <=50K
P864,0,0,70, United-States, <=50K
P865,0,0,40, United-States, <=50K
P866,0,0,15, United-States, <=50K
P867,0,0,40, United-States, <=50K
P868,0,0,28, United-States, <=50K
P869,0,0,50, United-States, >50K
P870,0,0,40, United-States, <=50K
P871,0,0,40, United-States, >50K
P872,0,0,50, United-States, <=50K
P873,10605,0,40, United-States, >50K
P874,0,2415,40, China, >50K
P875,0,0,25, United-States, <=50K
P876,0,0,60, United-States, >50K
P877,0,0,7, United-States, <=50K
P878,0,0,40, United-States, <=50K
P879,0,0,40, United-States, >50K
P880,0,0,30, United-States, <=50K
P881,0,0,40, United-States, <=50K
P882,0,0,40, Philippines, >50K
P883,0,0,70, United-States, <=50K
P884,0,0,50, United-States, >50K
P885,0,0,60, United-States, <=50K
P886,0,0,15, United-States, <=50K
P887,0,0,28, United-States, <=50K
P888,0,0,60,Other, <=50K
P889,0,0,40, United-States, <=50K
P890,2174,0,45, United-States, <=50K
P891,0,0,30, United-States, <=50K
P892,0,0,40, United-States, <=50K
P893,0,0,40, India, <=50K
P894,7688,0,50, United-States, >50K
P895,0,0,65, United-States, >50K
P896,0,0,40, United-States, <=50K
P897,0,0,55, United-States, <=50K
P898,0,0,50, United-States, <=50K
P899,0,0,45, United-States, >50K
P900,0,0,40, United-States, <=50K
P901,0,0,55, United-States, <=50K
P902,0,0,20, United-States, <=50K
P903,0,0,40, United-States, <=50K
P904,0,0,40, United-States, <=50K
P905,0,0,45, United-States, <=50K
P906,0,0,38, United-States, <=50K
P907,0,0,52, United-States, <=50K
P908,0,0,15, United-States, <=50K
P909,0,0,10, United-States, <=50K
P910,0,0,40, United-States, <=50K
P911,0,0,30, United-States, <=50K
P912,0,0,44, United-States, <=50K
P913,0,0,60, United-States, <=50K
P914,0,0,40, United-States, <=50K
P915,0,0,40, United-States, <=50K
P916,15024,0,45, United-States, >50K
P917,0,0,50, South, <=50K
P918,0,0,40, United-States, >50K
P919,0,0,30, United-States, <=50K
P920,0,0,20, United-States, <=50K
P921,0,0,25, United-States, <=50K
P922,0,0,40, United-States, <=50K
P923,0,0,38, Mexico, <=50K
P924,0,0,40, United-States, <=50K
P925,0,0,5, United-States, <=50K
P926,0,0,40, United-States, <=50K
P927,0,0,40, United-States, <=50K
P928,0,0,60, United-States, >50K
P929,0,0,42, United-States, <=50K
P930,0,0,40, Guatemala, <=50K
P931,0,0,55, United-States, <=50K
P932,0,0,10, United-States, <=50K
P933,0,0,40, United-States, <=50K
P934,0,0,40, Mexico, <=50K
P935,3103,0,44, United-States, >50K
P936,0,0,99, United-States, >50K
P937,0,0,25, United-States, <=50K
P938,0,2415,40, United-States, >50K
P939,0,0,30, United-States, <=50K
P940,0,0,40, United-States, >50K
P941,0,0,40, United-States, <=50K
P942,0,0,40, United-States, <=50K
P943,0,0,40, United-States, >50K
P944,0,0,45, United-States, <=50K
P945,0,0,40, United-States, <=50K
P946,0,0,35, United-States, <=50K
P947,0,0,40, United-States, <=50K
P948,0,1977,45, United-States, >50K
P949,0,0,35, United-States, <=50K
P950,0,0,40, United-States, <=50K
P951,0,0,40, United-States, >50K
P952,0,0,43, United-States, >50K
P953,0,0,40, United-States, <=50K
P954,0,0,20, United-States, <=50K
P955,0,0,40, United-States, <=50K
P956,0,0,30,Other, <=50K
P957,0,0,70, United-States, >50K
P958,0,0,40, United-States, <=50K
P959,0,0,40, United-States, >50K
P960,0,0,40, United-States, >50K
P961,0,0,45, United-States, <=50K
P962,0,0,38, United-States, <=50K
P963,0,0,70, Mexico, <=50K
P964,0,0,40, United-States, <=50K
P965,0,0,40, United-States, <=50K
P966,0,0,20, United-States, <=50K
P967,0,0,60, United-States, >50K
P968,0,0,20, United-States, <=50K
P969,0,0,40, India, >50K
P970,0,0,20, United-States, <=50K
P971,0,0,35, United-States, >50K
P972,0,0,35, United-States, <=50K
P973,0,2392,40, United-States, >50K
P974,0,0,40, United-States, <=50K
P975,0,0,70, United-States, <=50K
P976,0,0,40, United-States, <=50K
P977,4101,0,40, United-States, <=50K
P978,0,0,35, United-States, >50K
P979,2964,0,40, United-States, <=50K
P980,0,0,40, United-States, <=50K
P981,0,0,44, United-States, <=50K
P982,0,0,40, United-States, <=50K
P983,0,0,40, United-States, <=50K
P984,0,0,42, United-States, <=50K
P985,0,0,40, United-States, >50K
P986,0,0,20, United-States, <=50K
P987,0,0,35, United-States, <=50K
P988,0,0,40, United-States, <=50K
P989,0,0,40, United-States, <=50K
P990,3325,0,40, United-States, <=50K
P991,0,1504,40, United-States, <=50K
P992,0,0,40, United-States, <=50K
P993,0,0,30, United-States, <=50K
P994,0,0,50, United-States, >50K
P995,0,0,45, United-States, <=50K
P996,0,0,55, United-States, >50K
P997,0,0,45, United-States, <=50K
P998,0,0,58, United-States, >50K
P999,2580,0,40, United-States, <=50K
P1000,15024,0,50, United-States, >50K
P1001,0,0,40, United-States, <=50K
P1002,0,1902,65, United-States, >50K
P1003,0,0,40, United-States, >50K
P1004,0,0,60, United-States, <=50K
P1005,0,0,16, United-States, <=50K
P1006,0,0,40, United-States, <=50K
P1007,0,0,40, United-States, <=50K
P1008,0,0,40, United-States, >50K
P1009,15024,0,52, United-States, >50K
P1010,0,0,50, Germany, <=50K
P1011,0,0,40, United-States, <=50K
P1012,0,0,40, United-States, <=50K
P1013,3103,0,40, United-States, >50K
P1014,0,0,44, United-States, >50K
P1015,0,0,25, United-States, <=50K
P1016,0,0,40, United-States, <=50K
P1017,0,0,40, United-States, >50K
P1018,0,0,32, United-States, <=50K
P1019,0,0,40, United-States, <=50K
P1020,0,0,30, United-States, <=50K
P1021,0,0,50, Japan, <=50K
P1022,0,0,35, United-States, >50K
P1023,0,0,30, United-States, <=50K
P1024,0,0,40, United-States, <=50K
P1025,0,0,40, United-States, <=50K
P1026,0,0,50, Yugoslavia, <=50K
P1027,0,0,45,Other, <=50K
P1028,0,0,55, United-States, >50K
P1029,0,0,40, United-States, <=50K
P1030,0,0,50, India, <=50K
P1031,0,0,40, United-States, <=50K
P1032,0,1719,20, United-States, <=50K
P1033,0,0,40, United-States, <=50K
P1034,0,0,40, United-States, <=50K
P1035,0,0,2, United-States, <=50K
P1036,0,2001,40, United-States, <=50K
P1037,1409,0,1,Other, <=50K
P1038,0,0,75, United-States, <=50K
P1039,0,0,30, United-States, <=50K
P1040,0,0,8, United-States, <=50K
P1041,0,0,40, United-States, <=50K
P1042,0,0,40, United-States, <=50K
P1043,0,0,40, United-States, <=50K
P1044,7688,0,60, United-States, >50K
P1045,0,0,37, United-States, <=50K
P1046,0,0,55, United-States, <=50K
P1047,0,0,20, United-States, <=50K
P1048,0,0,40, United-States, <=50K
P1049,0,0,50, United-States, <=50K
P1050,0,1902,50, United-States, >50K
P1051,0,0,40, United-States, <=50K
P1052,0,0,40, Canada, >50K
P1053,7298,0,40, United-States, >50K
P1054,0,0,55, United-States, >50K
P1055,0,0,40, Iran, <=50K
P1056,0,0,40, United-States, <=50K
P1057,0,0,75, United-States, <=50K
P1058,0,0,40, United-States, <=50K
P1059,0,1902,40, United-States, >50K
P1060,0,0,47, United-States, >50K
P1061,0,0,35, United-States, <=50K
P1062,3471,0,40, United-States, <=50K
P1063,0,0,32, Mexico, <=50K
P1064,0,0,40, United-States, <=50K
P1065,0,0,80, United-States, >50K
P1066,0,0,40, United-States, <=50K
P1067,0,1977,80, United-States, >50K
P1068,0,0,40, United-States, <=50K
P1069,0,0,50, United-States, <=50K
P1070,0,0,60, United-States, <=50K
P1071,0,0,20, United-States, <=50K
P1072,0,1902,40, United-States, >50K
P1073,0,0,50, United-States, >50K
P1074,0,1902,46, United-States, >50K
P1075,0,0,15, United-States, <=50K
P1076,0,0,20, United-States, <=50K
P1077,0,1590,40, United-States, <=50K
P1078,0,0,50, Taiwan, <=50K
P1079,0,0,40, United-States, <=50K
P1080,0,0,40, United-States, >50K
P1081,0,0,40, United-States, <=50K
P1082,0,0,35, United-States, <=50K
P1083,0,0,60, United-States, <=50K
P1084,0,0,40, United-States, >50K
P1085,0,0,40, United-States, <=50K
P1086,0,0,40, United-States, <=50K
P1087,0,0,40, United-States, <=50K
P1088,0,0,35, United-States, <=50K
P1089,7298,0,52, United-States, >50K
P1090,0,0,28, United-States, <=50K
P1091,0,0,40, United-States, >50K
P1092,0,0,50, United-States, >50K
P1093,0,0,60, China, <=50K
P1094,0,0,40, United-States, <=50K
P1095,0,0,40, United-States, <=50K
P1096,0,0,20, India, <=50K
P1097,0,0,40, United-States, <=50K
P1098,0,0,40, United-States, <=50K
P1099,0,1977,25, United-States, >50K
P1100,0,0,40, United-States, <=50K
P1101,0,0,8, United-States, <=50K
P1102,0,0,60, United-States, >50K
P1103,0,1651,40, Mexico, <=50K
P1104,0,0,50, United-States, <=50K
P1105,0,0,25, United-States, >50K
P1106,0,0,33, United-States, <=50K
P1107,0,0,47, United-States, <=50K
P1108,0,0,25, United-States, <=50K
P1109,3103,0,40, United-States, >50K
P1110,0,0,55, United-States, <=50K
P1111,0,0,45, Mexico, >50K
P1112,0,0,45, United-States, >50K
P1113,0,0,38, United-States, <=50K
P1114,0,0,40, United-States, <=50K
P1115,0,0,40, United-States, <=50K
P1116,0,2415,70,Other, >50K
P1117,0,0,40, United-States, <=50K
P1118,0,0,50, United-States, <=50K
P1119,0,0,40, United-States, >50K
P1120,0,0,40, Japan, <=50K
P1121,0,0,40, United-States, <=50K
P1122,4865,0,40, United-States, <=50K
P1123,0,0,38, United-States, <=50K
P1124,0,0,40, United-States, <=50K
P1125,0,0,35, United-States, <=50K
P1126,0,0,40, United-States, <=50K
P1127,0,0,50, United-States, >50K
P1128,0,0,40, United-States, <=50K
P1129,0,0,45, United-States, <=50K
P1130,0,0,45, United-States, <=50K
P1131,0,0,40, United-States, <=50K
P1132,0,0,40, United-States, <=50K
P1133,0,0,40, Mexico, <=50K
P1134,0,0,38, United-States, <=50K
P1135,0,0,40, United-States, <=50K
P1136,0,0,50, Jamaica, >50K
P1137,0,0,45, United-States, >50K
P1138,0,0,60, United-States, >50K
P1139,0,0,53, United-States, <=50K
P1140,0,0,35, Mexico, <=50K
P1141,0,0,20, United-States, <=50K
P1142,0,0,45, United-States, <=50K
P1143,0,0,40, Germany, <=50K
P1144,0,0,37, United-States, <=50K
P1145,0,0,60, United-States, <=50K
P1146,15024,0,44, United-States, >50K
P1147,0,0,60, United-States, <=50K
P1148,0,0,50, United-States, <=50K
P1149,0,0,35, United-States, >50K
P1150,7298,0,40, United-States, >50K
P1151,0,0,30, United-States, <=50K
P1152,0,0,39, United-States, <=50K
P1153,0,0,40,Other, <=50K
P1154,0,0,54, United-States, <=50K
P1155,0,0,40, United-States, <=50K
P1156,0,0,54, Mexico, <=50K
P1157,0,0,45, United-States, >50K
P1158,0,0,50, United-States, >50K
P1159,0,0,40,Other, <=50K
P1160,0,0,28, United-States, <=50K
P1161,3411,0,40, United-States, <=50K
P1162,0,0,40, United-States, <=50K
P1163,0,0,60, United-States, >50K
P1164,0,0,40, United-States, >50K
P1165,0,1977,40, United-States, >50K
P1166,0,0,40, United-States, <=50K
P1167,10605,0,20, United-States, >50K
P1168,0,0,8, United-States, <=50K
P1169,0,0,40, United-States, <=50K
P1170,0,0,40, United-States, <=50K
P1171,0,0,43, United-States, <=50K
P1172,0,0,40, United-States, <=50K
P1173,0,0,99, United-States, >50K
P1174,0,0,30, United-States, <=50K
P1175,0,0,40, United-States, <=50K
P1176,0,0,40, United-States, >50K
P1177,0,0,30, United-States, <=50K
P1178,0,0,48, United-States, >50K
P1179,0,0,40, United-States, <=50K
P1180,0,0,45, United-States, <=50K
P1181,0,0,40, United-States, >50K
P1182,0,0,45, United-States, >50K
P1183,0,0,40, United-States, <=50K
P1184,0,0,40, United-States, <=50K
P1185,0,0,40, United-States, <=50K
P1186,0,0,40, United-States, <=50K
P1187,0,0,40, United-States, <=50K
P1188,0,0,30, United-States, <=50K
P1189,0,0,65, United-States, <=50K
P1190,0,0,35, United-States, <=50K
P1191,0,0,40, United-States, <=50K
P1192,0,0,40, United-States, >50K
P1193,0,0,60, United-States, <=50K
P1194,0,0,40, United-States, <=50K
P1195,0,0,25, United-States, <=50K
P1196,0,0,40, United-States, <=50K
P1197,0,0,60, United-States, <=50K
P1198,0,0,55, United-States, <=50K
P1199,0,0,40, Dominican-Republic, <=50K
P1200,4386,0,40,Other, <=50K
P1201,0,0,80, United-States, >50K
P1202,0,0,50, United-States, >50K
P1203,0,0,35, United-States, <=50K
P1204,0,0,40, United-States, >50K
P1205,0,0,40, United-States, <=50K
P1206,0,0,40, United-States, >50K
P1207,0,0,40, United-States, <=50K
P1208,0,0,42, United-States, >50K
P1209,0,0,30, United-States, <=50K
P1210,0,0,45, United-States, <=50K
P1211,5178,0,60, United-States, >50K
P1212,0,0,62, United-States, <=50K
P1213,0,0,20, United-States, <=50K
P1214,15024,0,45, United-States, >50K
P1215,0,0,16, United-States, <=50K
P1216,0,0,40, United-States, >50K
P1217,7688,0,40, United-States, >50K
P1218,0,0,41, China, <=50K
P1219,4650,0,45, United-States, <=50K
P1220,0,0,40, United-States, >50K
P1221,0,0,40, United-States, >50K
P1222,0,0,40, United-States, <=50K
P1223,0,0,40, United-States, <=50K
P1224,0,0,40, United-States, <=50K
P1225,0,0,72,Other, >50K
P1226,0,0,40, United-States, <=50K
P1227,0,0,60, United-States, >50K
P1228,0,0,60, United-States, <=50K
P1229,0,0,40, England, <=50K
P1230,0,0,35, United-States, <=50K
P1231,0,1902,40, United-States, >50K
P1232,0,0,40, United-States, <=50K
P1233,0,0,40, United-States, <=50K
P1234,0,0,45, United-States, <=50K
P1235,0,0,42, United-States, <=50K
P1236,0,0,30, United-States, <=50K
P1237,0,0,24, United-States, <=50K
P1238,0,0,40, Cuba, <=50K
P1239,0,0,30, United-States, <=50K
P1240,0,0,40, United-States, <=50K
P1241,0,0,45, United-States, >50K
P1242,0,0,25, United-States, <=50K
P1243,0,0,40, United-States, <=50K
P1244,0,0,59, United-States, >50K
P1245,0,0,12, United-States, <=50K
P1246,0,0,20, United-States, <=50K
P1247,99999,0,60, United-States, >50K
P1248,0,0,40, United-States, <=50K
P1249,0,0,40, United-States, <=50K
P1250,0,0,40, United-States, <=50K
P1251,15024,0,50, United-States, >50K
P1252,0,0,60, United-States, <=50K
P1253,0,0,40,Other, <=50K
P1254,0,0,43, United-States, <=50K
P1255,0,1762,40, United-States, <=50K
P1256,0,0,40, United-States, <=50K
P1257,0,0,50, United-States, <=50K
P1258,0,0,50, United-States, >50K
P1259,0,0,40, United-States, >50K
P1260,0,0,40, United-States, <=50K
P1261,0,0,40, United-States, <=50K
P1262,0,0,48, United-States, >50K
P1263,0,0,1, United-States, <=50K
P1264,0,0,37, United-States, <=50K
P1265,0,0,35, United-States, <=50K
P1266,0,0,45, United-States, <=50K
P1267,0,1887,40, United-States, >50K
P1268,0,0,35, United-States, <=50K
P1269,0,0,37, United-States, <=50K
P1270,0,0,40, United-States, <=50K
P1271,0,0,45, United-States, <=50K
P1272,0,0,40, United-States, <=50K
P1273,0,0,80, United-States, <=50K
P1274,0,0,40, United-States, <=50K
P1275,0,0,40, United-States, <=50K
P1276,0,0,40, United-States, >50K
P1277,0,1977,40, United-States, >50K
P1278,6514,0,7, United-States, >50K
P1279,0,0,35, United-States, <=50K
P1280,0,0,40, United-States, <=50K
P1281,0,1876,50, United-States, <=50K
P1282,0,0,40, Philippines, >50K
P1283,0,0,40, United-States, >50K
P1284,0,0,10, United-States, <=50K
P1285,5178,0,40, United-States, >50K
P1286,0,0,40, United-States, <=50K
P1287,15024,0,50, United-States, >50K
P1288,0,0,40, United-States, <=50K
P1289,0,0,45, United-States, <=50K
P1290,0,0,40, United-States, <=50K
P1291,0,0,40, United-States, <=50K
P1292,0,0,30, El-Salvador, <=50K
P1293,0,0,65, United-States, <=50K
P1294,0,0,35, United-States, <=50K
P1295,0,0,40, United-States, <=50K
P1296,0,1628,50, United-States, <=50K
P1297,0,0,57, United-States, <=50K
P1298,0,0,40, United-States, <=50K
P1299,0,0,40, United-States, <=50K
P1300,0,0,40, United-States, <=50K
P1301,0,0,60, United-States, <=50K
P1302,0,0,40, Japan, <=50K
P1303,0,0,40, United-States, >50K
P1304,0,0,50, United-States, <=50K
P1305,0,0,48, United-States, <=50K
P1306,0,0,43, United-States, >50K
P1307,0,0,40, United-States, <=50K
P1308,0,0,40, Mexico, <=50K
P1309,0,0,45, United-States, <=50K
P1310,0,0,40, United-States, >50K
P1311,0,0,40, United-States, <=50K
P1312,0,0,40, United-States, <=50K
P1313,0,0,25, United-States, <=50K
P1314,0,0,40, United-States, <=50K
P1315,0,0,50, Canada, >50K
P1316,0,0,40, United-States, <=50K
P1317,7298,0,40, United-States, >50K
P1318,0,0,55, United-States, <=50K
P1319,0,0,40, United-States, >50K
P1320,0,0,45, United-States, >50K
P1321,1471,0,35, United-States, <=50K
P1322,0,0,30, United-States, <=50K
P1323,0,0,50, United-States, >50K
P1324,0,0,24, United-States, >50K
P1325,0,0,40, United-States, >50K
P1326,0,0,20, United-States, <=50K
P1327,0,0,40,Other, <=50K
P1328,0,0,40, India, >50K
P1329,0,0,20, United-States, <=50K
P1330,0,0,40, United-States, <=50K
P1331,0,0,40, United-States, <=50K
P1332,0,0,40, United-States, <=50K
P1333,0,0,35, United-States, <=50K
P1334,0,0,60, United-States, <=50K
P1335,0,0,40, United-States, >50K
P1336,3674,0,16, United-States, <=50K
